,linkPVID,shapeInfo,shape,utms
0,263189,34.2419/108.98816|34.24176/108.98804|34.24176/108.98804|34.24148/108.98753|34.24124/108.98702|34.24124/108.98702|34.24124/108.98688|34.24124/108.98688|34.24125/108.98651|34.24125/108.986|34.24125/108.986|34.24125/108.98546|34.24125/108.98546|34.24125/108.98531|34.24125/108.98509|34.24125/108.98509|34.24125/108.98382|34.24125/108.98382|34.24125/108.98357|34.24125/108.98357|34.24124/108.98343|34.24124/108.98343|34.24124/108.98317|34.24124/108.98245|34.24124/108.98245|34.24123/108.98159|34.24123/108.98159|34.24123/108.98138|34.24123/108.98138|34.24123/108.98112|34.24122/108.97941|34.24122/108.97941|34.24122/108.97936|34.24122/108.97936|34.24122/108.97907|34.24123/108.97851|34.24123/108.97851|34.24123/108.97818|34.24123/108.978|34.24123/108.978|34.24123/108.97762|34.24123/108.97747|34.24122/108.97701|34.24122/108.97701|34.24122/108.97668|34.24122/108.97663|34.24122/108.97663|34.24122/108.97576|34.24122/108.97576|34.24122/108.97564|34.24122/108.97564|34.24121/108.97474|34.2412/108.97406|34.2412/108.97406|34.2412/108.97346|34.24119/108.97245|34.24119/108.97245|34.24119/108.97237|34.24119/108.97237|34.24119/108.97226|34.24119/108.97226|34.24119/108.97222|34.24119/108.97222|34.24119/108.97219|34.24119/108.97219|34.24119/108.97134|34.24119/108.97134|34.24119/108.97123|34.24119/108.97098|34.24119/108.97098|34.24119/108.97077|34.24119/108.97077|34.24118/108.97043|34.24118/108.97043|34.24118/108.96973|34.24118/108.96973|34.24118/108.96941|34.24118/108.96901|34.24118/108.96901|34.24118/108.9682|34.24118/108.9682|34.24118/108.96707|34.24118/108.96707|34.24118/108.967|34.2412/108.96595|34.2412/108.96595|34.2412/108.96365|34.2412/108.96362|34.2412/108.96362|34.2412/108.96347|34.2412/108.96347|34.2412/108.96275|34.2412/108.96247|34.2412/108.96247|34.2412/108.96223|34.24121/108.96129|34.24121/108.96129|34.24121/108.96119|34.24121/108.96119|34.2412/108.96066|34.2412/108.96066|34.2412/108.96026|34.2412/108.96026|34.2412/108.95975|34.2412/108.95975|34.2412/108.95928|34.2412/108.95928|34.2412/108.95896|34.2412/108.95896|34.24119/108.95829|34.24119/108.95809|34.24119/108.95809|34.24119/108.95773|34.24119/108.95773|34.24118/108.95704|34.24118/108.95704|34.24117/108.95602|34.24117/108.95602|34.24117/108.95594|34.24117/108.95548|34.24117/108.95548|34.24116/108.95507|34.24116/108.95507|34.24116/108.95486|34.24115/108.95398|34.24115/108.95398|34.24115/108.95389|34.24115/108.95389|34.24115/108.95384|34.24115/108.95378|34.24115/108.95378|34.24114/108.95369|34.24114/108.95369|34.24114/108.95311|34.24114/108.95311|34.24114/108.95266|34.24114/108.95266|34.24113/108.95197|34.24113/108.95197|34.24113/108.95186|34.24113/108.95118|34.24113/108.95118|34.24112/108.95039|34.24112/108.95039|34.24112/108.94979|34.24112/108.94864|34.24112/108.94864|34.24114/108.9478|34.24114/108.9478|34.24112/108.94864,"LINESTRING (108.98816 34.2419, 108.98804 34.24176, 108.98804 34.24176, 108.98753 34.24148, 108.98702 34.24124, 108.98702 34.24124, 108.98688 34.24124, 108.98688 34.24124, 108.98651 34.24125, 108.986 34.24125, 108.986 34.24125, 108.98546 34.24125, 108.98546 34.24125, 108.98531 34.24125, 108.98509 34.24125, 108.98509 34.24125, 108.98382 34.24125, 108.98382 34.24125, 108.98357 34.24125, 108.98357 34.24125, 108.98343 34.24124, 108.98343 34.24124, 108.98317 34.24124, 108.98245 34.24124, 108.98245 34.24124, 108.98159 34.24123, 108.98159 34.24123, 108.98138 34.24123, 108.98138 34.24123, 108.98112 34.24123, 108.97941 34.24122, 108.97941 34.24122, 108.97936 34.24122, 108.97936 34.24122, 108.97907 34.24122, 108.97851 34.24123, 108.97851 34.24123, 108.97818 34.24123, 108.978 34.24123, 108.978 34.24123, 108.97762 34.24123, 108.97747 34.24123, 108.97701 34.24122, 108.97701 34.24122, 108.97668 34.24122, 108.97663 34.24122, 108.97663 34.24122, 108.97576 34.24122, 108.97576 34.24122, 108.97564 34.24122, 108.97564 34.24122, 108.97474 34.24121, 108.97406 34.2412, 108.97406 34.2412, 108.97346 34.2412, 108.97245 34.24119, 108.97245 34.24119, 108.97237 34.24119, 108.97237 34.24119, 108.97226 34.24119, 108.97226 34.24119, 108.97222 34.24119, 108.97222 34.24119, 108.97219 34.24119, 108.97219 34.24119, 108.97134 34.24119, 108.97134 34.24119, 108.97123 34.24119, 108.97098 34.24119, 108.97098 34.24119, 108.97077 34.24119, 108.97077 34.24119, 108.97043 34.24118, 108.97043 34.24118, 108.96973 34.24118, 108.96973 34.24118, 108.96941 34.24118, 108.96901 34.24118, 108.96901 34.24118, 108.9682 34.24118, 108.9682 34.24118, 108.96707 34.24118, 108.96707 34.24118, 108.967 34.24118, 108.96595 34.2412, 108.96595 34.2412, 108.96365 34.2412, 108.96362 34.2412, 108.96362 34.2412, 108.96347 34.2412, 108.96347 34.2412, 108.96275 34.2412, 108.96247 34.2412, 108.96247 34.2412, 108.96223 34.2412, 108.96129 34.24121, 108.96129 34.24121, 108.96119 34.24121, 108.96119 34.24121, 108.96066 34.2412, 108.96066 34.2412, 108.96026 34.2412, 108.96026 34.2412, 108.95975 34.2412, 108.95975 34.2412, 108.95928 34.2412, 108.95928 34.2412, 108.95896 34.2412, 108.95896 34.2412, 108.95829 34.24119, 108.95809 34.24119, 108.95809 34.24119, 108.95773 34.24119, 108.95773 34.24119, 108.95704 34.24118, 108.95704 34.24118, 108.95602 34.24117, 108.95602 34.24117, 108.95594 34.24117, 108.95548 34.24117, 108.95548 34.24117, 108.95507 34.24116, 108.95507 34.24116, 108.95486 34.24116, 108.95398 34.24115, 108.95398 34.24115, 108.95389 34.24115, 108.95389 34.24115, 108.95384 34.24115, 108.95378 34.24115, 108.95378 34.24115, 108.95369 34.24114, 108.95369 34.24114, 108.95311 34.24114, 108.95311 34.24114, 108.95266 34.24114, 108.95266 34.24114, 108.95197 34.24113, 108.95197 34.24113, 108.95186 34.24113, 108.95118 34.24113, 108.95118 34.24113, 108.95039 34.24112, 108.95039 34.24112, 108.94979 34.24112, 108.94864 34.24112, 108.94864 34.24112, 108.9478 34.24114, 108.9478 34.24114, 108.94864 34.24112)","[(314725.15550929774, 3790808.659515944), (314713.79583584, 3790793.3509173724), (314713.79583584, 3790793.3509173724), (314666.2075731242, 3790763.2254303303), (314618.7067340531, 3790737.536480433), (314618.7067340531, 3790737.536480433), (314605.8117576976, 3790737.7915116125), (314605.8117576976, 3790737.7915116125), (314571.7541149962, 3790739.574685058), (314524.77955643716, 3790740.5040485035), (314524.77955643716, 3790740.5040485035), (314475.0417826283, 3790741.4883372625), (314475.0417826283, 3790741.4883372625), (314461.22573326784, 3790741.7617976964), (314440.9621933547, 3790742.162909878), (314440.9621933547, 3790742.162909878), (314323.98628408764, 3790744.479278404), (314323.98628408764, 3790744.479278404), (314300.9595263243, 3790744.9354286175), (314300.9595263243, 3790744.9354286175), (314288.04256816366, 3790744.081819717), (314288.04256816366, 3790744.081819717), (314264.09473510564, 3790744.5563089293), (314197.77765156655, 3790745.8705987255), (314197.77765156655, 3790745.8705987255), (314118.5435720362, 3790746.331982252), (314118.5435720362, 3790746.331982252), (314099.20108122425, 3790746.7155688433), (314099.20108122425, 3790746.7155688433), (314075.2532341789, 3790747.1905409386), (313917.7280339439, 3790749.2068432868), (313917.7280339439, 3790749.2068432868), (313913.12267624517, 3790749.298268555), (313913.12267624517, 3790749.298268555), (313886.4116005548, 3790749.8285797825), (313834.8536142525, 3790751.961923698), (313834.8536142525, 3790751.961923698), (313804.4582498447, 3790752.565641526), (313787.87895920593, 3790752.89498375), (313787.87895920593, 3790752.89498375), (313752.87823229434, 3790753.5903581874), (313739.0621550472, 3790753.864884115), (313696.6708052739, 3790753.5978113757), (313696.6708052739, 3790753.5978113757), (313666.2754268859, 3790754.201977642), (313661.6700663243, 3790754.2935265927), (313661.6700663243, 3790754.2935265927), (313581.53678416554, 3790755.8868409684), (313581.53678416554, 3790755.8868409684), (313570.48391641525, 3790756.1066622916), (313570.48391641525, 3790756.1066622916), (313487.56533060875, 3790756.6466581705), (313424.91031192127, 3790756.7840330424), (313424.91031192127, 3790756.7840330424), (313369.645935631, 3790757.8841940607), (313276.59545877675, 3790758.627787966), (313276.59545877675, 3790758.627787966), (313269.2268721289, 3790758.7745739412), (313269.2268721289, 3790758.7745739412), (313259.09506526915, 3790758.9764141263), (313259.09506526915, 3790758.9764141263), (313255.41077180055, 3790759.0498132757), (313255.41077180055, 3790759.0498132757), (313252.64755167905, 3790759.104863589), (313252.64755167905, 3790759.104863589), (313174.3563070161, 3790760.6649613534), (313174.3563070161, 3790760.6649613534), (313164.2244977738, 3790760.866904201), (313141.19765763707, 3790761.3259059926), (313141.19765763707, 3790761.3259059926), (313121.8551109077, 3790761.711511263), (313121.8551109077, 3790761.711511263), (313090.51648966403, 3790761.2268282487), (313090.51648966403, 3790761.2268282487), (313026.0413145492, 3790762.5126832263), (313026.0413145492, 3790762.5126832263), (312996.5669453464, 3790763.1006505224), (312959.72398081154, 3790763.8357401234), (312959.72398081154, 3790763.8357401234), (312885.11696730915, 3790765.3247406078), (312885.11696730915, 3790765.3247406078), (312781.0355550106, 3790767.402981393), (312781.0355550106, 3790767.402981393), (312774.58803300874, 3790767.53176003), (312677.9195184553, 3790771.6821367163), (312677.9195184553, 3790771.6821367163), (312466.0723087649, 3790775.9180938676), (312463.3090835526, 3790775.9733771514), (312463.3090835526, 3790775.9733771514), (312449.49295720755, 3790776.2498058043), (312449.49295720755, 3790776.2498058043), (312383.175544141, 3790777.576947138), (312357.3854361024, 3790778.093184515), (312357.3854361024, 3790778.093184515), (312335.2796278945, 3790778.535730237), (312248.7207488075, 3790781.378620212), (312248.7207488075, 3790781.378620212), (312239.50999413256, 3790781.563114869), (312239.50999413256, 3790781.563114869), (312190.6707691717, 3790781.4320043116), (312190.6707691717, 3790781.4320043116), (312153.8277395113, 3790782.17026555), (312153.8277395113, 3790782.17026555), (312106.85287178785, 3790783.1117588966), (312106.85287178785, 3790783.1117588966), (312063.56230254297, 3790783.9796183105), (312063.56230254297, 3790783.9796183105), (312034.08786974393, 3790784.5706158513), (312034.08786974393, 3790784.5706158513), (311972.3535215454, 3790784.6992333527), (311953.9319949261, 3790785.0687753055), (311953.9319949261, 3790785.0687753055), (311920.7732448798, 3790785.734042159), (311920.7732448798, 3790785.734042159), (311857.19670514564, 3790785.9003807744), (311857.19670514564, 3790785.9003807744), (311763.2246001386, 3790786.6774940514), (311763.2246001386, 3790786.6774940514), (311755.8559840021, 3790786.825470997), (311713.4864385763, 3790787.6764509757), (311713.4864385763, 3790787.6764509757), (311675.69999212027, 3790787.326009807), (311675.69999212027, 3790787.326009807), (311656.35736794735, 3790787.7146423794), (311575.2802572134, 3790788.234547293), (311575.2802572134, 3790788.234547293), (311566.9905581919, 3790788.401188086), (311566.9905581919, 3790788.401188086), (311562.38516977173, 3790788.4937694757), (311556.85870359873, 3790788.604870134), (311556.85870359873, 3790788.604870134), (311548.54670652497, 3790787.6624419536), (311548.54670652497, 3790787.6624419536), (311495.1241888073, 3790788.736630314), (311495.1241888073, 3790788.736630314), (311453.6756787638, 3790789.5702623166), (311453.6756787638, 3790789.5702623166), (311390.0989719166, 3790789.7397687184), (311390.0989719166, 3790789.7397687184), (311379.9671104391, 3790789.9436420877), (311317.33377924655, 3790791.20419358), (311317.33377924655, 3790791.20419358), (311244.5462396548, 3790791.5600978434), (311244.5462396548, 3790791.5600978434), (311189.28151088406, 3790792.6731264815), (311083.35742601566, 3790794.807343185), (311083.35742601566, 3790794.807343185), (311006.03149619384, 3790798.585180238), (311006.03149619384, 3790798.585180238), (311083.35742601566, 3790794.807343185)]"
1,263190,34.24125/108.94674|34.24125/108.94682|34.24125/108.94682|34.24125/108.94689|34.24125/108.94696|34.24125/108.94696|34.24124/108.94704|34.24124/108.94704|34.24123/108.94781|34.24123/108.94781|34.24121/108.94864|34.24121/108.94864|34.24121/108.94979|34.24121/108.95039|34.24121/108.95039|34.24121/108.95118|34.24121/108.95118|34.24122/108.95185|34.24122/108.95197|34.24122/108.95197|34.24123/108.95267|34.24123/108.95267|34.24123/108.95286|34.24123/108.95286|34.24123/108.95304|34.24123/108.95369|34.24123/108.95369|34.24123/108.95378|34.24123/108.95378|34.24123/108.95389|34.24123/108.95389|34.24123/108.95398|34.24123/108.95398|34.24124/108.9543|34.24124/108.95486|34.24125/108.95507|34.24125/108.95507|34.24126/108.95548|34.24126/108.95548|34.24126/108.95595|34.24126/108.95602|34.24126/108.95602|34.24127/108.95704|34.24127/108.95704|34.24127/108.95774|34.24127/108.95774|34.24128/108.95808|34.24128/108.95808|34.24128/108.95829|34.24128/108.95881|34.24128/108.95881|34.24128/108.95896|34.24128/108.95896|34.24128/108.95928|34.24128/108.95928|34.24128/108.95975|34.24128/108.95975|34.24129/108.96026|34.24129/108.96026|34.24129/108.96066|34.24129/108.96066|34.24129/108.96119|34.24129/108.96119|34.24129/108.96129|34.24129/108.96129|34.24129/108.96223|34.24129/108.96247|34.24129/108.96247|34.24128/108.96347|34.24128/108.96347|34.24129/108.96362|34.24129/108.96362|34.24129/108.96365|34.24128/108.96595|34.24128/108.96595|34.24126/108.96701|34.24126/108.96701|34.24126/108.96708|34.24126/108.96708|34.24127/108.9682|34.24127/108.9682|34.24127/108.96901|34.24127/108.96901|34.24127/108.96941|34.24127/108.96973|34.24127/108.96973|34.24127/108.97043|34.24127/108.97043|34.24127/108.97077|34.24127/108.97077|34.24127/108.97097|34.24127/108.97097|34.24127/108.97123|34.24128/108.97218|34.24128/108.97218|34.24128/108.97222|34.24128/108.97222|34.24128/108.97226|34.24128/108.97226|34.24128/108.97232|34.24128/108.97237|34.24128/108.97237|34.24128/108.97244|34.24128/108.97244|34.2413/108.97355|34.2413/108.97406|34.2413/108.97406|34.24131/108.97455|34.24132/108.97564|34.24132/108.97564|34.24132/108.97576|34.24132/108.97576|34.24132/108.97596|34.24132/108.97596|34.24132/108.97664|34.24132/108.97664|34.24132/108.97701|34.24132/108.97701|34.24132/108.97731|34.24132/108.97761|34.24132/108.978|34.24132/108.978|34.24131/108.97907|34.24131/108.9793|34.24131/108.9793|34.24131/108.97936|34.24131/108.97941|34.24131/108.97941|34.24131/108.97946|34.24131/108.98017|34.24131/108.98017|34.24132/108.98112|34.24132/108.98138|34.24132/108.98138|34.24132/108.98159|34.24132/108.98159|34.24133/108.98245|34.24133/108.98245|34.24133/108.98316|34.24133/108.98343|34.24133/108.98343|34.24133/108.98357|34.24133/108.98357|34.24133/108.98382|34.24133/108.98382|34.24134/108.98509|34.24134/108.98509|34.24134/108.98546|34.24134/108.98546|34.24134/108.98679|34.24134/108.98688|34.24134/108.98688|34.24134/108.98698|34.24134/108.98698|34.24156/108.98745|34.24183/108.98797|34.24183/108.98797|34.24156/108.98745|34.24134/108.98698,"LINESTRING (108.94674 34.24125, 108.94682 34.24125, 108.94682 34.24125, 108.94689 34.24125, 108.94696 34.24125, 108.94696 34.24125, 108.94704 34.24124, 108.94704 34.24124, 108.94781 34.24123, 108.94781 34.24123, 108.94864 34.24121, 108.94864 34.24121, 108.94979 34.24121, 108.95039 34.24121, 108.95039 34.24121, 108.95118 34.24121, 108.95118 34.24121, 108.95185 34.24122, 108.95197 34.24122, 108.95197 34.24122, 108.95267 34.24123, 108.95267 34.24123, 108.95286 34.24123, 108.95286 34.24123, 108.95304 34.24123, 108.95369 34.24123, 108.95369 34.24123, 108.95378 34.24123, 108.95378 34.24123, 108.95389 34.24123, 108.95389 34.24123, 108.95398 34.24123, 108.95398 34.24123, 108.9543 34.24124, 108.95486 34.24124, 108.95507 34.24125, 108.95507 34.24125, 108.95548 34.24126, 108.95548 34.24126, 108.95595 34.24126, 108.95602 34.24126, 108.95602 34.24126, 108.95704 34.24127, 108.95704 34.24127, 108.95774 34.24127, 108.95774 34.24127, 108.95808 34.24128, 108.95808 34.24128, 108.95829 34.24128, 108.95881 34.24128, 108.95881 34.24128, 108.95896 34.24128, 108.95896 34.24128, 108.95928 34.24128, 108.95928 34.24128, 108.95975 34.24128, 108.95975 34.24128, 108.96026 34.24129, 108.96026 34.24129, 108.96066 34.24129, 108.96066 34.24129, 108.96119 34.24129, 108.96119 34.24129, 108.96129 34.24129, 108.96129 34.24129, 108.96223 34.24129, 108.96247 34.24129, 108.96247 34.24129, 108.96347 34.24128, 108.96347 34.24128, 108.96362 34.24129, 108.96362 34.24129, 108.96365 34.24129, 108.96595 34.24128, 108.96595 34.24128, 108.96701 34.24126, 108.96701 34.24126, 108.96708 34.24126, 108.96708 34.24126, 108.9682 34.24127, 108.9682 34.24127, 108.96901 34.24127, 108.96901 34.24127, 108.96941 34.24127, 108.96973 34.24127, 108.96973 34.24127, 108.97043 34.24127, 108.97043 34.24127, 108.97077 34.24127, 108.97077 34.24127, 108.97097 34.24127, 108.97097 34.24127, 108.97123 34.24127, 108.97218 34.24128, 108.97218 34.24128, 108.97222 34.24128, 108.97222 34.24128, 108.97226 34.24128, 108.97226 34.24128, 108.97232 34.24128, 108.97237 34.24128, 108.97237 34.24128, 108.97244 34.24128, 108.97244 34.24128, 108.97355 34.2413, 108.97406 34.2413, 108.97406 34.2413, 108.97455 34.24131, 108.97564 34.24132, 108.97564 34.24132, 108.97576 34.24132, 108.97576 34.24132, 108.97596 34.24132, 108.97596 34.24132, 108.97664 34.24132, 108.97664 34.24132, 108.97701 34.24132, 108.97701 34.24132, 108.97731 34.24132, 108.97761 34.24132, 108.978 34.24132, 108.978 34.24132, 108.97907 34.24131, 108.9793 34.24131, 108.9793 34.24131, 108.97936 34.24131, 108.97941 34.24131, 108.97941 34.24131, 108.97946 34.24131, 108.98017 34.24131, 108.98017 34.24131, 108.98112 34.24132, 108.98138 34.24132, 108.98138 34.24132, 108.98159 34.24132, 108.98159 34.24132, 108.98245 34.24133, 108.98245 34.24133, 108.98316 34.24133, 108.98343 34.24133, 108.98343 34.24133, 108.98357 34.24133, 108.98357 34.24133, 108.98382 34.24133, 108.98382 34.24133, 108.98509 34.24134, 108.98509 34.24134, 108.98546 34.24134, 108.98546 34.24134, 108.98679 34.24134, 108.98688 34.24134, 108.98688 34.24134, 108.98698 34.24134, 108.98698 34.24134, 108.98745 34.24156, 108.98797 34.24183, 108.98797 34.24183, 108.98745 34.24156, 108.98698 34.24134)","[(310908.6432104339, 3790812.754197819), (310916.0118352213, 3790812.6055537853), (310916.0118352213, 3790812.6055537853), (310922.4593817985, 3790812.475495013), (310928.90692827245, 3790812.3454406806), (310928.90692827245, 3790812.3454406806), (310936.2531823984, 3790811.087725594), (310936.2531823984, 3790811.087725594), (311007.1538319309, 3790808.5483902036), (311007.1538319309, 3790808.5483902036), (311083.55860106205, 3790804.7891223975), (311083.55860106205, 3790804.7891223975), (311189.48257300036, 3790802.6549030445), (311244.74724285107, 3790801.541873024), (311244.74724285107, 3790801.541873024), (311317.5123798194, 3790800.076881019), (311317.5123798194, 3790800.076881019), (311379.2468919867, 3790799.9439484063), (311390.29982000915, 3790799.7215402746), (311390.29982000915, 3790799.7215402746), (311454.7975362162, 3790799.5335051278), (311454.7975362162, 3790799.5335051278), (311472.2980000607, 3790799.181506074), (311472.2980000607, 3790799.181506074), (311488.8773861539, 3790798.848063461), (311548.7473857662, 3790797.644209568), (311548.7473857662, 3790797.644209568), (311557.03707731364, 3790797.4775522808), (311557.03707731364, 3790797.4775522808), (311567.1689223051, 3790797.273870008), (311567.1689223051, 3790797.273870008), (311575.4586134706, 3790797.1072290316), (311575.4586134706, 3790797.1072290316), (311604.95536062366, 3790797.6238723653), (311656.5356474369, 3790796.587322332), (311675.9005359501, 3790797.3077742774), (311675.9005359501, 3790797.3077742774), (311713.6869421962, 3790797.6582145193), (311713.6869421962, 3790797.6582145193), (311756.97751849337, 3790796.788736025), (311763.4250507311, 3790796.6592563544), (311763.4250507311, 3790796.6592563544), (311857.39705562696, 3790795.8821407496), (311857.39705562696, 3790795.8821407496), (311921.87234954553, 3790794.5882350504), (311921.87234954553, 3790794.5882350504), (311953.2111669793, 3790795.0690109576), (311953.2111669793, 3790795.0690109576), (311972.5537493301, 3790794.6809904743), (312020.44966351055, 3790793.720349832), (312020.44966351055, 3790793.720349832), (312034.26579153724, 3790793.443287488), (312034.26579153724, 3790793.443287488), (312063.7401964043, 3790792.8522892953), (312063.7401964043, 3790792.8522892953), (312107.03072462406, 3790791.9844289236), (312107.03072462406, 3790791.9844289236), (312154.02777389676, 3790792.152018168), (312154.02777389676, 3790792.152018168), (312190.8707642778, 3790791.4137560134), (312190.8707642778, 3790791.4137560134), (312239.68772132107, 3790790.435781974), (312239.68772132107, 3790790.435781974), (312248.8984672672, 3790790.2512871134), (312248.8984672672, 3790790.2512871134), (312335.4794688299, 3790788.5174783426), (312357.5852534703, 3790788.074932071), (312357.5852534703, 3790788.074932071), (312449.670485336, 3790785.122468258), (312449.670485336, 3790785.122468258), (312463.5087879932, 3790785.9551220755), (312463.5087879932, 3790785.9551220755), (312466.27201025956, 3790785.899838723), (312678.0968301131, 3790780.5547941285), (312678.0968301131, 3790780.5547941285), (312775.68632662983, 3790776.3860180434), (312775.68632662983, 3790776.3860180434), (312782.1338425058, 3790776.257239899), (312782.1338425058, 3790776.257239899), (312885.31622190424, 3790775.3064750354), (312885.31622190424, 3790775.3064750354), (312959.92315586744, 3790773.817472702), (312959.92315586744, 3790773.817472702), (312996.7660811238, 3790773.0823821886), (313026.24041890376, 3790772.4944141624), (313026.24041890376, 3790772.4944141624), (313090.71552528115, 3790771.2085575885), (313090.71552528115, 3790771.2085575885), (313122.032001802, 3790770.584158882), (313122.032001802, 3790770.584158882), (313140.45345744136, 3790770.216914456), (313140.45345744136, 3790770.216914456), (313164.40134851675, 3790769.739550887), (313251.92534212593, 3790769.10493924), (313251.92534212593, 3790769.10493924), (313255.609631698, 3790769.03153855), (313255.609631698, 3790769.03153855), (313259.29392123874, 3790768.958139309), (313259.29392123874, 3790768.958139309), (313264.820355484, 3790768.848043167), (313269.425717297, 3790768.7562988736), (313269.425717297, 3790768.7562988736), (313275.8732237485, 3790768.6278606686), (313275.8732237485, 3790768.6278606686), (313378.1564029722, 3790768.80995163), (313425.1310666925, 3790767.8748342693), (313425.1310666925, 3790767.8748342693), (313470.2856517532, 3790768.0856901812), (313570.70449891273, 3790767.1974595566), (313570.70449891273, 3790767.1974595566), (313581.7573535703, 3790766.977637931), (313581.7573535703, 3790766.977637931), (313600.1787773308, 3790766.6112975497), (313600.1787773308, 3790766.6112975497), (313662.8116118337, 3790765.36601136), (313662.8116118337, 3790765.36601136), (313696.8912382965, 3790764.68860518), (313696.8912382965, 3790764.68860518), (313724.5233657521, 3790764.1394479894), (313752.15549132135, 3790763.5903723477), (313788.0772517388, 3790762.87669593), (313788.0772517388, 3790762.87669593), (313886.6097879681, 3790759.810289518), (313907.7944117646, 3790759.3896910804), (313907.7944117646, 3790759.3896910804), (313913.32083518204, 3790759.2799776318), (313917.92618797114, 3790759.1885522497), (313917.92618797114, 3790759.1885522497), (313922.53154070897, 3790759.097129133), (313987.9275439256, 3790757.799165341), (313987.9275439256, 3790757.799165341), (314075.4512203445, 3790757.1722460357), (314099.39904185943, 3790756.6972733503), (314099.39904185943, 3790756.6972733503), (314118.74151205056, 3790756.313686283), (314118.74151205056, 3790756.313686283), (314197.975507185, 3790755.8523008204), (314197.975507185, 3790755.8523008204), (314263.3714504757, 3790754.5562602235), (314288.24032755196, 3790754.063519591), (314288.24032755196, 3790754.063519591), (314301.13530025014, 3790753.8080504527), (314301.13530025014, 3790753.8080504527), (314324.1620361927, 3790753.3518997356), (314324.1620361927, 3790753.3518997356), (314441.1597897923, 3790752.144606007), (314441.1597897923, 3790752.144606007), (314475.2393427343, 3790751.4700325537), (314475.2393427343, 3790751.4700325537), (314597.74149591674, 3790749.046238799), (314606.0311139709, 3790748.882280579), (314606.0311139709, 3790748.882280579), (314615.24180049956, 3790748.7001133873), (314615.24180049956, 3790748.7001133873), (314659.0144733627, 3790772.243738092), (314707.5018570607, 3790801.241903884), (314707.5018570607, 3790801.241903884), (314659.0144733627, 3790772.243738092), (314615.24180049956, 3790748.7001133873)]"
