car_id,probeID,car_id,passenger_id,timestamp,longitude,latitude,shape,easting,northing
56,56,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295155,108.97237,34.27688,POINT (108.97237 34.27688),313348.1162144557,3794717.0931234374
57,57,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295158,108.97237,34.27688,POINT (108.97237 34.27688),313348.1162144557,3794717.0931234374
58,58,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295161,108.97238,34.27678,POINT (108.97238 34.27678),313348.81575749244,3794705.9839039505
59,59,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295164,108.97238,34.27678,POINT (108.97238 34.27678),313348.81575749244,3794705.9839039505
60,60,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295167,108.97238,34.27678,POINT (108.97238 34.27678),313348.81575749244,3794705.9839039505
61,61,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295170,108.97238,34.27665,POINT (108.97238 34.27665),313348.5282754049,3794691.5657837135
62,62,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295173,108.97238,34.27665,POINT (108.97238 34.27665),313348.5282754049,3794691.5657837135
63,63,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295176,108.97238,34.276559999999996,POINT (108.97238 34.27656),313348.3292499081,3794681.5840083216
64,64,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295179,108.97238,34.276559999999996,POINT (108.97238 34.27656),313348.3292499081,3794681.5840083216
65,65,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295182,108.97238,34.276559999999996,POINT (108.97238 34.27656),313348.3292499081,3794681.5840083216
66,66,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295185,108.97238,34.276559999999996,POINT (108.97238 34.27656),313348.3292499081,3794681.5840083216
67,67,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295188,108.97238,34.276559999999996,POINT (108.97238 34.27656),313348.3292499081,3794681.5840083216
68,68,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295194,108.97238,34.276559999999996,POINT (108.97238 34.27656),313348.3292499081,3794681.5840083216
69,69,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295197,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
70,70,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295200,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
71,71,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295203,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
72,72,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295206,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
73,73,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295209,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
74,74,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295212,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
75,75,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295215,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
76,76,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295218,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
77,77,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295221,108.97238,34.27647,POINT (108.97238 34.27647),313348.1302248725,3794671.602233059
78,78,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295224,108.97238,34.276379999999996,POINT (108.97238 34.27638),313347.9312002982,3794661.6204579244
79,79,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295227,108.97238,34.276379999999996,POINT (108.97238 34.27638),313347.9312002982,3794661.6204579244
80,80,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295233,108.97238,34.276379999999996,POINT (108.97238 34.27638),313347.9312002982,3794661.6204579244
81,81,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295236,108.97238,34.27624,POINT (108.97238 34.27624),313347.62160743284,3794646.0932524162
82,82,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295239,108.97238,34.276140000000005,POINT (108.97238 34.27614000000001),313347.40047035506,3794635.0023915283
83,83,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295242,108.97238,34.27604,POINT (108.97238 34.27604),313347.1793338469,3794623.9115307988
84,84,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295245,108.97238,34.27604,POINT (108.97238 34.27604),313347.1793338469,3794623.9115307988
85,85,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295248,108.97238,34.27604,POINT (108.97238 34.27604),313347.1793338469,3794623.9115307988
86,86,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295251,108.97238,34.27604,POINT (108.97238 34.27604),313347.1793338469,3794623.9115307988
87,87,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295254,108.97238,34.27604,POINT (108.97238 34.27604),313347.1793338469,3794623.9115307988
