linkPVID,shapeInfo
263189,34.2419/108.98816|34.24176/108.98804|34.24176/108.98804|34.24148/108.98753|34.24124/108.98702|34.24124/108.98702|34.24124/108.98688|34.24124/108.98688|34.24125/108.98651|34.24125/108.986|34.24125/108.986|34.24125/108.98546|34.24125/108.98546|34.24125/108.98531|34.24125/108.98509|34.24125/108.98509|34.24125/108.98382|34.24125/108.98382|34.24125/108.98357|34.24125/108.98357|34.24124/108.98343|34.24124/108.98343|34.24124/108.98317|34.24124/108.98245|34.24124/108.98245|34.24123/108.98159|34.24123/108.98159|34.24123/108.98138|34.24123/108.98138|34.24123/108.98112|34.24122/108.97941|34.24122/108.97941|34.24122/108.97936|34.24122/108.97936|34.24122/108.97907|34.24123/108.97851|34.24123/108.97851|34.24123/108.97818|34.24123/108.978|34.24123/108.978|34.24123/108.97762|34.24123/108.97747|34.24122/108.97701|34.24122/108.97701|34.24122/108.97668|34.24122/108.97663|34.24122/108.97663|34.24122/108.97576|34.24122/108.97576|34.24122/108.97564|34.24122/108.97564|34.24121/108.97474|34.2412/108.97406|34.2412/108.97406|34.2412/108.97346|34.24119/108.97245|34.24119/108.97245|34.24119/108.97237|34.24119/108.97237|34.24119/108.97226|34.24119/108.97226|34.24119/108.97222|34.24119/108.97222|34.24119/108.97219|34.24119/108.97219|34.24119/108.97134|34.24119/108.97134|34.24119/108.97123|34.24119/108.97098|34.24119/108.97098|34.24119/108.97077|34.24119/108.97077|34.24118/108.97043|34.24118/108.97043|34.24118/108.96973|34.24118/108.96973|34.24118/108.96941|34.24118/108.96901|34.24118/108.96901|34.24118/108.9682|34.24118/108.9682|34.24118/108.96707|34.24118/108.96707|34.24118/108.967|34.2412/108.96595|34.2412/108.96595|34.2412/108.96365|34.2412/108.96362|34.2412/108.96362|34.2412/108.96347|34.2412/108.96347|34.2412/108.96275|34.2412/108.96247|34.2412/108.96247|34.2412/108.96223|34.24121/108.96129|34.24121/108.96129|34.24121/108.96119|34.24121/108.96119|34.2412/108.96066|34.2412/108.96066|34.2412/108.96026|34.2412/108.96026|34.2412/108.95975|34.2412/108.95975|34.2412/108.95928|34.2412/108.95928|34.2412/108.95896|34.2412/108.95896|34.24119/108.95829|34.24119/108.95809|34.24119/108.95809|34.24119/108.95773|34.24119/108.95773|34.24118/108.95704|34.24118/108.95704|34.24117/108.95602|34.24117/108.95602|34.24117/108.95594|34.24117/108.95548|34.24117/108.95548|34.24116/108.95507|34.24116/108.95507|34.24116/108.95486|34.24115/108.95398|34.24115/108.95398|34.24115/108.95389|34.24115/108.95389|34.24115/108.95384|34.24115/108.95378|34.24115/108.95378|34.24114/108.95369|34.24114/108.95369|34.24114/108.95311|34.24114/108.95311|34.24114/108.95266|34.24114/108.95266|34.24113/108.95197|34.24113/108.95197|34.24113/108.95186|34.24113/108.95118|34.24113/108.95118|34.24112/108.95039|34.24112/108.95039|34.24112/108.94979|34.24112/108.94864|34.24112/108.94864|34.24114/108.9478|34.24114/108.9478|34.24112/108.94864
263190,34.24125/108.94674|34.24125/108.94682|34.24125/108.94682|34.24125/108.94689|34.24125/108.94696|34.24125/108.94696|34.24124/108.94704|34.24124/108.94704|34.24123/108.94781|34.24123/108.94781|34.24121/108.94864|34.24121/108.94864|34.24121/108.94979|34.24121/108.95039|34.24121/108.95039|34.24121/108.95118|34.24121/108.95118|34.24122/108.95185|34.24122/108.95197|34.24122/108.95197|34.24123/108.95267|34.24123/108.95267|34.24123/108.95286|34.24123/108.95286|34.24123/108.95304|34.24123/108.95369|34.24123/108.95369|34.24123/108.95378|34.24123/108.95378|34.24123/108.95389|34.24123/108.95389|34.24123/108.95398|34.24123/108.95398|34.24124/108.9543|34.24124/108.95486|34.24125/108.95507|34.24125/108.95507|34.24126/108.95548|34.24126/108.95548|34.24126/108.95595|34.24126/108.95602|34.24126/108.95602|34.24127/108.95704|34.24127/108.95704|34.24127/108.95774|34.24127/108.95774|34.24128/108.95808|34.24128/108.95808|34.24128/108.95829|34.24128/108.95881|34.24128/108.95881|34.24128/108.95896|34.24128/108.95896|34.24128/108.95928|34.24128/108.95928|34.24128/108.95975|34.24128/108.95975|34.24129/108.96026|34.24129/108.96026|34.24129/108.96066|34.24129/108.96066|34.24129/108.96119|34.24129/108.96119|34.24129/108.96129|34.24129/108.96129|34.24129/108.96223|34.24129/108.96247|34.24129/108.96247|34.24128/108.96347|34.24128/108.96347|34.24129/108.96362|34.24129/108.96362|34.24129/108.96365|34.24128/108.96595|34.24128/108.96595|34.24126/108.96701|34.24126/108.96701|34.24126/108.96708|34.24126/108.96708|34.24127/108.9682|34.24127/108.9682|34.24127/108.96901|34.24127/108.96901|34.24127/108.96941|34.24127/108.96973|34.24127/108.96973|34.24127/108.97043|34.24127/108.97043|34.24127/108.97077|34.24127/108.97077|34.24127/108.97097|34.24127/108.97097|34.24127/108.97123|34.24128/108.97218|34.24128/108.97218|34.24128/108.97222|34.24128/108.97222|34.24128/108.97226|34.24128/108.97226|34.24128/108.97232|34.24128/108.97237|34.24128/108.97237|34.24128/108.97244|34.24128/108.97244|34.2413/108.97355|34.2413/108.97406|34.2413/108.97406|34.24131/108.97455|34.24132/108.97564|34.24132/108.97564|34.24132/108.97576|34.24132/108.97576|34.24132/108.97596|34.24132/108.97596|34.24132/108.97664|34.24132/108.97664|34.24132/108.97701|34.24132/108.97701|34.24132/108.97731|34.24132/108.97761|34.24132/108.978|34.24132/108.978|34.24131/108.97907|34.24131/108.9793|34.24131/108.9793|34.24131/108.97936|34.24131/108.97941|34.24131/108.97941|34.24131/108.97946|34.24131/108.98017|34.24131/108.98017|34.24132/108.98112|34.24132/108.98138|34.24132/108.98138|34.24132/108.98159|34.24132/108.98159|34.24133/108.98245|34.24133/108.98245|34.24133/108.98316|34.24133/108.98343|34.24133/108.98343|34.24133/108.98357|34.24133/108.98357|34.24133/108.98382|34.24133/108.98382|34.24134/108.98509|34.24134/108.98509|34.24134/108.98546|34.24134/108.98546|34.24134/108.98679|34.24134/108.98688|34.24134/108.98688|34.24134/108.98698|34.24134/108.98698|34.24156/108.98745|34.24183/108.98797|34.24183/108.98797|34.24156/108.98745|34.24134/108.98698
263191,34.25104/108.93921|34.25099/108.93921|34.25085/108.93921|34.25079/108.93921|34.25079/108.93921|34.2505/108.93921|34.25032/108.93921|34.25032/108.93921|34.25005/108.93921|34.25005/108.93921|34.25/108.93921|34.25/108.93921|34.24957/108.93922|34.24957/108.93922|34.2491/108.93922|34.24849/108.93924|34.24841/108.93923|34.24809/108.93921|34.24776/108.93921|34.24776/108.93921|34.24737/108.9392|34.24675/108.9392|34.24675/108.9392|34.24635/108.93919|34.24632/108.93919|34.2451/108.93918|34.2451/108.93918|34.2448/108.93917|34.2448/108.93917|34.24427/108.93916|34.24427/108.93916|34.24403/108.93916|34.24347/108.93916|34.24347/108.93916|34.24217/108.93916|34.24217/108.93916|34.24215/108.93916|34.24173/108.93916|34.24131/108.93916|34.24131/108.93916|34.24123/108.93916|34.24123/108.93916|34.24113/108.93916|34.24113/108.93916|34.24105/108.93916|34.24105/108.93916|34.24092/108.93917|34.24033/108.93919|34.24033/108.93919|34.23962/108.93922|34.23962/108.93922|34.23892/108.93921|34.23892/108.93921|34.23844/108.93921|34.23804/108.93921|34.23804/108.93921|34.23696/108.93921|34.23696/108.93921|34.23671/108.93921|34.23671/108.93921|34.23646/108.93921|34.23646/108.93921|34.23628/108.93921|34.23628/108.93921|34.23615/108.93921|34.23615/108.93921|34.23604/108.93921|34.2358/108.9392|34.2358/108.9392|34.23554/108.9392|34.23554/108.9392|34.23504/108.93921|34.23504/108.93921|34.23499/108.93921|34.23499/108.93921|34.23441/108.93923|34.23441/108.93923|34.23423/108.93923|34.2342/108.93923|34.2342/108.93923|34.2339/108.93923|34.2339/108.93923|34.23327/108.93923|34.23327/108.93923|34.23306/108.93924|34.23306/108.93924|34.23267/108.93925|34.23267/108.93925|34.23236/108.93926|34.23226/108.93927|34.23226/108.93927|34.23219/108.93927|34.23174/108.93927|34.23174/108.93927|34.23119/108.93927|34.23119/108.93927|34.23081/108.93926|34.23067/108.93926|34.23067/108.93926|34.23053/108.93926|34.23053/108.93926|34.23052/108.93932|34.23049/108.9394|34.23044/108.93952|34.23033/108.93965|34.23027/108.93969|34.23027/108.93969|34.23018/108.93972|34.23009/108.93973|34.23003/108.93973|34.22995/108.93972|34.22995/108.93972|34.22988/108.9397|34.22984/108.93969|34.22978/108.93965|34.22974/108.93963|34.22974/108.93963|34.2297/108.93959|34.22968/108.93956|34.22965/108.93953|34.22962/108.93946|34.22959/108.93938|34.22958/108.93932|34.22958/108.93932|34.22957/108.93922|34.22957/108.93922|34.22945/108.93922|34.22934/108.93922|34.22934/108.93922|34.22932/108.93922|34.22932/108.93922|34.22909/108.93922|34.22899/108.93922|34.2289/108.93922|34.2289/108.93922|34.22888/108.93922|34.22872/108.93922|34.22872/108.93922|34.22832/108.93921|34.22818/108.93921|34.22818/108.93921|34.22788/108.93921|34.22788/108.93921|34.22766/108.93921|34.22752/108.93921|34.22752/108.93921|34.22727/108.93922|34.22727/108.93922|34.22681/108.93922|34.22681/108.93922|34.22605/108.93922|34.22605/108.93922|34.22569/108.93922|34.22547/108.93922|34.22547/108.93922|34.22494/108.93922|34.22494/108.93922|34.22433/108.93922|34.22433/108.93922|34.22382/108.93922|34.22382/108.93922|34.22371/108.93922|34.22302/108.93922|34.22302/108.93922|34.22288/108.93922|34.22288/108.93922|34.2228/108.93922|34.22276/108.93922|34.22276/108.93922|34.22228/108.9392|34.22228/108.9392|34.22138/108.93917|34.22138/108.93917|34.22096/108.93916|34.22096/108.93916|34.22026/108.93915|34.22026/108.93915|34.22002/108.93914|34.2195/108.93913|34.21899/108.93913|34.21871/108.93912|34.21866/108.93912|34.21866/108.93912|34.21864/108.93912|34.2185/108.93912|34.21832/108.93911|34.21832/108.93911|34.21826/108.93911|34.21826/108.93911|34.21815/108.93911|34.21815/108.93911|34.21809/108.93911|34.21809/108.93911|34.21774/108.93911|34.21774/108.93911|34.2171/108.93912|34.2171/108.93912|34.21695/108.93912|34.21662/108.93913|34.21662/108.93913|34.21634/108.93913|34.21634/108.93913|34.2158/108.93914|34.21528/108.93914|34.21528/108.93914|34.21498/108.93914|34.21451/108.93913|34.21451/108.93913|34.21425/108.93913|34.21425/108.93913|34.21396/108.93912|34.21396/108.93912|34.21382/108.93912|34.21331/108.93913|34.21331/108.93913|34.21283/108.93913|34.2126/108.93913|34.21218/108.93913|34.21181/108.93912|34.21178/108.93912|34.21178/108.93912|34.21107/108.93914|34.21107/108.93914|34.21082/108.93915|34.21082/108.93915|34.21074/108.93915|34.21061/108.93915|34.21061/108.93915|34.20973/108.93913|34.20973/108.93913|34.20945/108.93912|34.20945/108.93912|34.20927/108.93912|34.20913/108.93912|34.20913/108.93912|34.20863/108.93913|34.2086/108.93913|34.2086/108.93913|34.20839/108.93913|34.20839/108.93913|34.20754/108.93911|34.20754/108.93911|34.20654/108.93909|34.20654/108.93909|34.20632/108.93908|34.20632/108.93908|34.20543/108.93906|34.20543/108.93906|34.20512/108.93905|34.20512/108.93905|34.2047/108.93905|34.2047/108.93905|34.20432/108.93905|34.20432/108.93905|34.20409/108.93905|34.20409/108.93905|34.20353/108.93905|34.20353/108.93905|34.20318/108.93905|34.20318/108.93905|34.20292/108.93906|34.20292/108.93906|34.2026/108.93906|34.2026/108.93906|34.20198/108.93906|34.20198/108.93906|34.20118/108.93909|34.20118/108.93909|34.20105/108.9391|34.20101/108.9391|34.20074/108.9391|34.20074/108.9391|34.19992/108.93909|34.19992/108.93909|34.19958/108.93909|34.19958/108.93909|34.1983/108.93911|34.1983/108.93911|34.19823/108.93911|34.19823/108.93911|34.19813/108.93911|34.19813/108.93911|34.19807/108.93911|34.19807/108.93911|34.19763/108.93911|34.19763/108.93911|34.19696/108.93912|34.19696/108.93912|34.19674/108.93913|34.19674/108.93913|34.19658/108.93913|34.19631/108.93913|34.19631/108.93913|34.19594/108.93913|34.19582/108.93913|34.19582/108.93913|34.19544/108.93913|34.19544/108.93913|34.19507/108.93913|34.19493/108.93914|34.19445/108.93914|34.19408/108.93914|34.19311/108.93914|34.19311/108.93914|34.19301/108.93914|34.19301/108.93914|34.19262/108.93914|34.1926/108.93914|34.1926/108.93914|34.1924/108.93914|34.1924/108.93914|34.19164/108.93913|34.19164/108.93913|34.19154/108.93913|34.19154/108.93913|34.19142/108.93913|34.19142/108.93913|34.19134/108.93913|34.19134/108.93913|34.19129/108.93913|34.1909/108.93913|34.1909/108.93913|34.1905/108.93913|34.1905/108.93913|34.18992/108.93913|34.18992/108.93913|34.18985/108.93913|34.18969/108.93913|34.18969/108.93913|34.18825/108.93916|34.18825/108.93916|34.18779/108.9391|34.18779/108.9391|34.18741/108.9391|34.18734/108.9391|34.18721/108.9391|34.18672/108.9391|34.1867/108.9391|34.18643/108.9391|34.18643/108.9391|34.18618/108.93911|34.18618/108.93911|34.18586/108.93912|34.18586/108.93912|34.18578/108.93912|34.18578/108.93912|34.18559/108.93912|34.1853/108.93913|34.18472/108.93914|34.1846/108.93914|34.1846/108.93914|34.18408/108.93914|34.18303/108.93917|34.18303/108.93917|34.18408/108.93914|34.1846/108.93914
263192,34.25079/108.93907|34.25025/108.93908|34.25/108.93908|34.25/108.93908|34.24957/108.93908|34.24957/108.93908|34.24944/108.93908|34.24849/108.93908|34.24841/108.93908|34.24807/108.93905|34.24777/108.93905|34.24777/108.93905|34.24738/108.93904|34.24675/108.93904|34.24675/108.93904|34.24655/108.93903|34.24655/108.93903|34.24636/108.93903|34.24629/108.93903|34.2451/108.93902|34.2451/108.93902|34.2448/108.93901|34.2448/108.93901|34.24423/108.93901|34.24347/108.939|34.24347/108.939|34.24218/108.93901|34.24218/108.93901|34.24213/108.93901|34.24213/108.93901|34.24157/108.93902|34.24131/108.93902|34.24131/108.93902|34.24123/108.93902|34.24123/108.93902|34.24113/108.93903|34.24113/108.93903|34.24105/108.93903|34.24105/108.93903|34.24076/108.93901|34.24034/108.93901|34.24034/108.93901|34.24024/108.93901|34.24024/108.93901|34.23972/108.939|34.23972/108.939|34.23962/108.939|34.23962/108.939|34.23951/108.939|34.23951/108.939|34.23844/108.939|34.23804/108.939|34.23804/108.939|34.23696/108.93899|34.23696/108.93899|34.23671/108.93899|34.23671/108.93899|34.23644/108.93899|34.23644/108.93899|34.23628/108.93899|34.23628/108.93899|34.23615/108.93899|34.23615/108.93899|34.23604/108.93899|34.2358/108.93899|34.2358/108.93899|34.23554/108.93898|34.23554/108.93898|34.23504/108.939|34.23504/108.939|34.23498/108.939|34.23498/108.939|34.23443/108.93901|34.23443/108.93901|34.23419/108.93901|34.23419/108.93901|34.23389/108.93901|34.23389/108.93901|34.23327/108.93901|34.23327/108.93901|34.2332/108.93901|34.2332/108.93901|34.23312/108.93901|34.23305/108.93901|34.23305/108.93901|34.23268/108.93903|34.23268/108.93903|34.23235/108.93905|34.23225/108.93905|34.23225/108.93905|34.23174/108.93905|34.23174/108.93905|34.23119/108.93905|34.23119/108.93905|34.23067/108.93905|34.23067/108.93905|34.23053/108.93905|34.23053/108.93905|34.23052/108.939|34.2305/108.93892|34.23048/108.93887|34.23046/108.93883|34.23042/108.93876|34.23038/108.93872|34.23034/108.93868|34.23031/108.93866|34.23025/108.93862|34.23025/108.93862|34.23017/108.93858|34.23003/108.93858|34.2299/108.93859|34.2299/108.93859|34.22985/108.93861|34.22981/108.93864|34.22977/108.93866|34.22974/108.93869|34.22974/108.93869|34.22971/108.93873|34.22969/108.93876|34.22967/108.93878|34.22965/108.93882|34.22962/108.93888|34.2296/108.93893|34.22959/108.93899|34.22958/108.93903|34.22957/108.9391|34.22957/108.9391|34.2295/108.9391|34.22932/108.9391|34.22932/108.9391|34.22913/108.93911|34.2289/108.9391|34.2289/108.9391|34.22859/108.9391|34.22859/108.9391|34.22835/108.9391|34.22818/108.9391|34.22818/108.9391|34.2281/108.9391|34.22752/108.9391|34.22752/108.9391|34.22727/108.9391|34.22727/108.9391|34.22713/108.9391|34.22713/108.9391|34.22681/108.9391|34.22681/108.9391|34.22605/108.9391|34.22605/108.9391|34.22569/108.9391|34.22547/108.9391|34.22547/108.9391|34.22494/108.93909|34.22494/108.93909|34.22434/108.93909|34.22434/108.93909|34.22382/108.93909|34.22382/108.93909|34.22371/108.93909|34.22301/108.93909|34.22301/108.93909|34.22288/108.93909|34.22288/108.93909|34.2228/108.93909|34.22276/108.93909|34.22276/108.93909|34.2227/108.93909|34.2227/108.93909|34.22228/108.93908|34.22228/108.93908|34.22096/108.93906|34.22096/108.93906|34.22026/108.93905|34.22026/108.93905|34.22002/108.93904|34.2195/108.93903|34.21899/108.93903|34.21864/108.93902|34.21864/108.93902|34.21861/108.93902|34.21861/108.93902|34.2185/108.93902|34.21832/108.93902|34.21832/108.93902|34.21826/108.93902|34.21826/108.93902|34.21815/108.93902|34.21815/108.93902|34.21809/108.93902|34.21809/108.93902|34.21775/108.93902|34.21775/108.93902|34.2175/108.93902|34.2171/108.93902|34.2171/108.93902|34.21695/108.93902|34.21666/108.93903|34.21666/108.93903|34.21635/108.93903|34.21635/108.93903|34.2158/108.93904|34.21527/108.93904|34.21527/108.93904|34.21498/108.93904|34.21451/108.93903|34.21451/108.93903|34.21425/108.93903|34.21425/108.93903|34.21396/108.93902|34.21396/108.93902|34.21382/108.93902|34.21331/108.93903|34.21331/108.93903|34.21283/108.93903|34.2126/108.93903|34.21218/108.93903|34.21181/108.93904|34.21181/108.93904|34.21174/108.93904|34.21174/108.93904|34.21152/108.93905|34.21152/108.93905|34.21082/108.93906|34.21082/108.93906|34.21074/108.93906|34.2106/108.93906|34.2106/108.93906|34.20972/108.93904|34.20972/108.93904|34.20946/108.93903|34.20946/108.93903|34.2093/108.93903|34.20913/108.93903|34.20913/108.93903|34.20863/108.93903|34.20754/108.93901|34.20754/108.93901|34.20654/108.93899|34.20654/108.93899|34.20632/108.93898|34.20632/108.93898|34.20608/108.93897|34.20608/108.93897|34.20516/108.93895|34.20516/108.93895|34.20507/108.93895|34.20507/108.93895|34.2047/108.93895|34.2047/108.93895|34.20409/108.93895|34.20409/108.93895|34.20353/108.93895|34.20353/108.93895|34.20318/108.93895|34.20318/108.93895|34.20292/108.93896|34.20292/108.93896|34.2026/108.93896|34.2026/108.93896|34.20198/108.93897|34.20198/108.93897|34.20147/108.93899|34.20147/108.93899|34.20118/108.93901|34.20118/108.93901|34.20105/108.93901|34.19991/108.93901|34.19991/108.93901|34.19958/108.93901|34.19958/108.93901|34.19911/108.939|34.19911/108.939|34.19875/108.939|34.19875/108.939|34.1983/108.93899|34.1983/108.93899|34.19823/108.93899|34.19823/108.93899|34.19814/108.93898|34.19814/108.93898|34.19808/108.93898|34.19808/108.93898|34.19781/108.93898|34.19781/108.93898|34.19764/108.93898|34.19749/108.93898|34.1969/108.93897|34.1969/108.93897|34.19658/108.93896|34.19631/108.93896|34.19631/108.93896|34.19594/108.93896|34.19575/108.93896|34.19575/108.93896|34.19534/108.93897|34.19534/108.93897|34.19507/108.93897|34.19492/108.93897|34.19445/108.93898|34.19408/108.93898|34.19301/108.93898|34.19301/108.93898|34.19262/108.93898|34.1924/108.93897|34.1924/108.93897|34.19208/108.93897|34.19208/108.93897|34.19164/108.93896|34.19164/108.93896|34.19154/108.93896|34.19154/108.93896|34.19142/108.93896|34.19142/108.93896|34.19134/108.93896|34.19134/108.93896|34.19129/108.93896|34.19114/108.93896|34.19114/108.93896|34.1905/108.93897|34.1905/108.93897|34.18985/108.93897|34.18969/108.93897|34.18969/108.93897|34.18828/108.93895|34.18828/108.93895|34.18778/108.9389|34.18778/108.9389|34.18733/108.93885|34.18719/108.93885|34.18689/108.93885|34.18667/108.93885|34.18643/108.93886|34.18643/108.93886|34.18618/108.93886|34.18618/108.93886|34.18585/108.93887|34.18585/108.93887|34.18579/108.93887|34.18579/108.93887|34.18474/108.93889|34.18474/108.93889|34.18434/108.9389|34.18409/108.9389|34.18409/108.9389|34.18303/108.93892|34.18303/108.93892|34.18271/108.93893|34.18271/108.93893|34.18303/108.93892
263193,34.25962/108.93907|34.25954/108.93908|34.25954/108.93908|34.25941/108.93914|34.25941/108.93914|34.25938/108.93914|34.25933/108.93914|34.25933/108.93914|34.2579/108.93913|34.25759/108.93912|34.25759/108.93912|34.25732/108.93912|34.25732/108.93912|34.25702/108.93912|34.25698/108.93911|34.25685/108.93911|34.25685/108.93911|34.25638/108.93912|34.25638/108.93912|34.25566/108.93913|34.25566/108.93913|34.25535/108.93913|34.25535/108.93913|34.25508/108.93912|34.25508/108.93912|34.25504/108.93912|34.25504/108.93912|34.25493/108.93912|34.25493/108.93912|34.25449/108.93914|34.25449/108.93914|34.25441/108.93914|34.25378/108.93915|34.25378/108.93915|34.25265/108.93917|34.25265/108.93917|34.25247/108.93917|34.25247/108.93917|34.25218/108.93917|34.25218/108.93917|34.25203/108.93917|34.25199/108.93917|34.25199/108.93917|34.25179/108.93918|34.25179/108.93918|34.2516/108.93919|34.2516/108.93919|34.25179/108.93918
263194,34.25079/108.93907|34.25085/108.93907|34.25099/108.93907|34.25104/108.93907|34.25104/108.93907|34.25159/108.93906|34.25159/108.93906|34.2518/108.93906|34.2518/108.93906|34.25188/108.93906|34.25201/108.93906|34.25201/108.93906|34.25222/108.93906|34.25222/108.93906|34.25246/108.93906|34.25246/108.93906|34.25254/108.93906|34.25254/108.93906|34.25266/108.93905|34.25266/108.93905|34.25378/108.93904|34.25378/108.93904|34.25441/108.93903|34.25449/108.93903|34.25449/108.93903|34.25493/108.93901|34.25493/108.93901|34.25504/108.93901|34.25504/108.93901|34.25567/108.93901|34.25567/108.93901|34.25636/108.93901|34.25636/108.93901|34.25638/108.93901|34.25638/108.93901|34.25684/108.939|34.25684/108.939|34.25698/108.939|34.25702/108.939|34.25726/108.939|34.25726/108.939|34.25759/108.939|34.25759/108.939|34.25726/108.939
263195,34.21817/108.93202|34.21815/108.93289|34.21815/108.93289|34.21815/108.93388|34.21815/108.93388|34.21815/108.93459|34.21815/108.93459|34.21815/108.93509|34.21815/108.93509|34.21815/108.93645|34.21815/108.93645|34.21815/108.93674|34.21815/108.93674|34.21815/108.93848|34.21815/108.93848|34.21815/108.93862|34.21815/108.93862|34.21815/108.93895|34.21815/108.93895|34.21815/108.93902|34.21815/108.93902|34.21815/108.93911|34.21815/108.93911|34.21815/108.93917|34.21815/108.93917|34.21814/108.93956|34.21814/108.93956|34.21818/108.941|34.21818/108.941|34.21818/108.9417|34.21817/108.94225|34.21817/108.94225|34.21817/108.94251|34.21816/108.94304|34.21816/108.94304|34.21816/108.94342|34.21815/108.94387|34.21815/108.94387|34.21816/108.94439|34.21816/108.94439|34.21818/108.94492|34.21818/108.94492|34.21817/108.94565|34.21817/108.94565|34.21817/108.94592|34.21817/108.94663|34.21817/108.94663|34.21818/108.94671|34.21818/108.94678|34.21818/108.94678|34.21819/108.94762|34.21819/108.94762|34.2182/108.94802|34.2182/108.94811|34.2182/108.94811|34.21822/108.94905|34.21822/108.94936|34.21822/108.94936|34.21822/108.94941|34.21823/108.95013|34.21823/108.95042|34.21823/108.95042|34.21822/108.95146|34.21822/108.95186|34.21822/108.95186|34.21822/108.95253|34.21822/108.95261|34.21822/108.95261|34.21822/108.9539|34.21822/108.9539|34.21822/108.95424|34.21821/108.95543|34.21821/108.95555|34.21821/108.95555|34.21818/108.95655|34.21818/108.95655|34.21818/108.95662|34.21818/108.95662|34.21819/108.95901|34.2182/108.96067|34.2182/108.96067|34.21819/108.95901|34.21818/108.95662
263196,34.21821/108.93177|34.21827/108.93193|34.21827/108.93193|34.21827/108.93202|34.21827/108.93202|34.21825/108.9328|34.21825/108.9328|34.21825/108.9329|34.21825/108.9329|34.21825/108.93388|34.21825/108.93388|34.21825/108.93459|34.21825/108.93459|34.21825/108.93509|34.21825/108.93509|34.21824/108.93644|34.21824/108.93644|34.21824/108.93674|34.21824/108.93674|34.21826/108.9385|34.21826/108.9385|34.21826/108.93861|34.21826/108.93861|34.21826/108.93895|34.21826/108.93895|34.21826/108.93902|34.21826/108.93902|34.21826/108.93911|34.21826/108.93911|34.21826/108.93917|34.21826/108.93917|34.21821/108.93956|34.21821/108.93958|34.21821/108.93958|34.21821/108.9397|34.21821/108.9397|34.21822/108.9401|34.21822/108.9401|34.21825/108.94098|34.21825/108.94098|34.21825/108.9417|34.21824/108.94225|34.21824/108.94225|34.21824/108.94251|34.21823/108.94304|34.21823/108.94304|34.21823/108.94342|34.21823/108.94387|34.21823/108.94387|34.21823/108.94439|34.21823/108.94439|34.21825/108.94486|34.21825/108.94486|34.21825/108.94493|34.21825/108.94493|34.21824/108.94592|34.21824/108.94663|34.21824/108.94663|34.21825/108.94671|34.21825/108.94678|34.21825/108.94678|34.21826/108.94762|34.21826/108.94762|34.2182699/108.94803|34.2182699/108.94803|34.21827/108.94811|34.21827/108.94811|34.21829/108.94905|34.21829/108.94936|34.21829/108.94936|34.21829/108.94941|34.2183/108.95013|34.2183/108.95042|34.2183/108.95042|34.21829/108.95146|34.21829/108.95186|34.21829/108.95186|34.21829/108.95253|34.21829/108.95261|34.21829/108.95261|34.21829/108.9539|34.21829/108.9539|34.21829/108.95424|34.21828/108.9554|34.21828/108.9554|34.21828/108.95543|34.21826/108.95652|34.21826/108.95652|34.21826/108.9566|34.21826/108.9566|34.21826/108.95666|34.21826/108.95666|34.21826/108.9566
263197,34.21166/108.96101|34.21173/108.96101|34.21173/108.96101|34.21185/108.961|34.21185/108.961|34.21344/108.96097|34.21344/108.96097|34.21377/108.96096|34.21419/108.96095|34.21419/108.96095|34.21457/108.96094|34.21531/108.96092|34.21531/108.96092|34.21549/108.96092|34.21569/108.96091|34.21569/108.96091|34.21598/108.9609|34.21638/108.96089|34.21598/108.9609|34.21747/108.96086|34.21767/108.96086|34.21767/108.96086|34.21795/108.96085|34.21795/108.96085|34.2182/108.96084|34.2182/108.96084|34.21827/108.96084|34.21827/108.96084|34.21861/108.96083|34.21861/108.96083|34.21867/108.96083|34.21867/108.96083|34.21894/108.96082|34.21894/108.96082|34.21912/108.96082|34.21912/108.96082|34.21919/108.96082|34.21919/108.96082|34.21962/108.9608|34.21962/108.9608|34.22031/108.96078|34.22056/108.96078|34.22056/108.96078|34.22082/108.96077|34.22082/108.96077|34.22088/108.96077|34.22088/108.96077|34.22103/108.96077|34.22103/108.96077|34.22118/108.96076|34.22118/108.96076|34.22142/108.96075|34.22142/108.96075|34.22151/108.96075|34.22151/108.96075|34.22226/108.96074|34.22226/108.96074|34.22259/108.96074|34.22262/108.96074|34.22262/108.96074|34.22259/108.96074|34.22226/108.96074
