,car_id,probeID,car_id.1,passenger_id,timestamp,longitude,latitude,shape,easting,northing,distance,linkPVID,projection_NE,projection_lat,projection_lon
23,23,23,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295041,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
24,24,24,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295044,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
25,25,25,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295047,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
26,26,26,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295050,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
27,27,27,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295053,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
28,28,28,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295056,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
29,29,29,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295059,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
30,30,30,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295062,108.97233,34.2787,POINT (108.97233 34.2787),313348.45843941823,3794919.0202713283,0.8971852906388829,263911.0,POINT ( 313349.3555859441 3794919.011931251),34.278700054004176,108.97233874370475
31,31,31,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295068,108.97234,34.2786,POINT (108.97234 34.2786),313349.15794785373,3794907.9110480314,6.12638860870479e-07,263911.0,POINT ( 313349.15794846625 3794907.9110480193),34.27859996793694,108.97233900121367
32,32,32,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295071,108.97234,34.27847,POINT (108.97234 34.27847),313348.8704466141,3794893.4929239107,8.334694782699772e-07,263911.0,POINT ( 313348.8704474474 3794893.492923894),34.278469967936765,108.97233900120989
33,33,33,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295077,108.97234,34.27813,POINT (108.97234 34.27813),313348.1185248451,3794855.783985168,9.635841565021822e-07,263911.0,POINT ( 313348.1185258085 3794855.783985149),34.27812996793632,108.97233900119514
34,34,34,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295080,108.97234,34.27799,POINT (108.97234 34.27799),313347.8089119124,3794840.2567756325,2.8986980911854717e-07,263911.0,POINT ( 313347.8089122022 3794840.256775627),34.277989967936136,108.97233900118115
35,35,35,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295083,108.97234,34.277809999999995,POINT (108.97234 34.27781),313347.41083978175,3794820.293220969,1.2223608791828156e-09,263911.0,POINT ( 313347.41083978297 3794820.293220969),34.27780996793588,108.97233900116947
36,36,36,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295089,108.97234,34.27752,POINT (108.97234 34.27752),313346.7695052301,3794788.129717317,12.314305919362026,263906.0,POINT ( 313358.99883661035 3794789.573872526),34.277535181603255,108.97247146574367
37,37,37,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295092,108.97234,34.277359999999994,POINT (108.97234 34.27735999999999),313346.41566752736,3794770.384336562,7.8078539651804135,263828.0,POINT ( 313346.7542619635 3794762.583827774),34.277289723987664,108.97234436607683
38,38,38,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295095,108.97234,34.277359999999994,POINT (108.97234 34.27735999999999),313346.41566752736,3794770.384336562,7.8078539651804135,263828.0,POINT ( 313346.7542619635 3794762.583827774),34.277289723987664,108.97234436607683
39,39,39,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295098,108.97235,34.27721,POINT (108.97235 34.27721),313347.0046261677,3794753.7296845336,8.856671038186045,263828.0,POINT ( 313346.6205488592 3794762.578023728),34.27728964764669,108.97234291557741
40,40,40,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295101,108.97235,34.27721,POINT (108.97235 34.27721),313347.0046261677,3794753.7296845336,8.856671038186045,263828.0,POINT ( 313346.6205488592 3794762.578023728),34.27728964764669,108.97234291557741
41,41,41,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295104,108.97235,34.27721,POINT (108.97235 34.27721),313347.0046261677,3794753.7296845336,8.856671038186045,263828.0,POINT ( 313346.6205488592 3794762.578023728),34.27728964764669,108.97234291557741
42,42,42,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295107,108.97235,34.27721,POINT (108.97235 34.27721),313347.0046261677,3794753.7296845336,8.856671038186045,263828.0,POINT ( 313346.6205488592 3794762.578023728),34.27728964764669,108.97234291557741
43,43,43,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295113,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
44,44,44,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295116,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
45,45,45,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295119,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
46,46,46,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295122,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
47,47,47,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295125,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
48,48,48,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295131,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
49,49,49,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295134,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
50,50,50,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295137,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
51,51,51,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295140,108.97236,34.27708,POINT (108.97236 34.27708),313347.6378182168,3794739.2932054964,23.29544083777174,263828.0,POINT ( 313348.10222381796 3794762.584016802),34.27728996793669,108.97235900118791
52,52,52,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295143,108.97236,34.277,POINT (108.97236 34.277),313347.4609029351,3794730.4205156663,32.1636988298565,263828.0,POINT ( 313346.0660959218 3794762.553956749),34.277289331092085,108.97233690095638
53,53,53,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295146,108.97236,34.277,POINT (108.97236 34.277),313347.4609029351,3794730.4205156663,32.1636988298565,263828.0,POINT ( 313346.0660959218 3794762.553956749),34.277289331092085,108.97233690095638
54,54,54,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295149,108.97236,34.277,POINT (108.97236 34.277),313347.4609029351,3794730.4205156663,32.1636988298565,263828.0,POINT ( 313346.0660959218 3794762.553956749),34.277289331092085,108.97233690095638
55,55,55,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295152,108.97237,34.27688,POINT (108.97237 34.27688),313348.1162144557,3794717.093123437,45.481573992381605,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
56,56,56,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295155,108.97237,34.27688,POINT (108.97237 34.27688),313348.1162144557,3794717.093123437,45.481573992381605,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
57,57,57,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295158,108.97237,34.27688,POINT (108.97237 34.27688),313348.1162144557,3794717.093123437,45.481573992381605,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
58,58,58,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295161,108.97238,34.27678,POINT (108.97238 34.27678),313348.81575749244,3794705.9839039515,56.58213422520707,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
59,59,59,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295164,108.97238,34.27678,POINT (108.97238 34.27678),313348.81575749244,3794705.9839039515,56.58213422520707,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
60,60,60,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295167,108.97238,34.27678,POINT (108.97238 34.27678),313348.81575749244,3794705.9839039515,56.58213422520707,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
61,61,61,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295170,108.97238,34.27665,POINT (108.97238 34.27665),313348.5282754049,3794691.565783714,71.0015981958187,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
62,62,62,000b1491b982532590f833ab4e53dded,c30f73c3d4d5c30512cfd7160a9db583,1475295173,108.97238,34.27665,POINT (108.97238 34.27665),313348.5282754049,3794691.565783714,71.0015981958187,263828.0,POINT ( 313349.0229018477 3794762.565659003),34.27728996793682,108.9723690011891
